,Akuapem Twi
12197,Kwabena bɔɔ mmɔden sɛ ɔremma Abena nkɔ polisifo nkyɛn.
12198,Meyɛɛ ahwɛyiye.
12199,Ntwentwɛn wo nan ase sɛ wubebisa nsɛm pii.
12200,komayare kum Smith.
12201,Wɔtaa ka sɛ mmea nyin kyɛ sen mmarima.
12202,Ná Abena tirim yɛ den paa wɔ Kwabena.
12203,Ɛte sɛ nea woadi mfomso.
12204,Kwabena dii aduan te sɛ akokɔ.
12205,Wo a me ne wo reko no ama mabrɛ.
12206,Wɔreyɛ sɔhwɛ no ho adesua.
12207,So wosɔɔ keeki a Kwabena toe no hwɛe?
12208,Ɔkyerɛw krataa tenten bi.
12209,Kwabena ntaa nnidi wɔ fie.
12210,Minnim baabi a me safe wɔ.
12211,"Sɛ wɔmpɛ eyi a, ɛnde dɛn na wɔpɛ?"
12212,Ɛda adi pefee sɛ Kwabena ne Abena te sɛ wɔn ho wɔn ho.
12213,Wowɔ nsa.
12214,So ɛho hia sɛ mekɔ hɔ?
12215,Nkɔmmɔbɔ no kɔɔ so ara kosii ɔdasum.
12216,Ná misusuw sɛ Kwabena ayera.
12217,Bere bɛn na woyɛ adwuma?
12218,Kwabena nim biribi a wanka ankyerɛ yɛn.
12219,M'ankasa mede bɛba.
12220,Ɔyarefo no nkwa da asiane mu.
12221,Kwabena nkutoo na odi nsɛmmɔnedi no ho adanse.
12222,Wɔammɔ mmɔden nso sɛ wɔbɛtɔ Britania nneɛma.
12223,Ná anka ɛsɛ sɛ Kwabena boa Ma Abena tu kɔ n'anim.
12224,"Nnansa yi ara, ahunmu akwantu renyɛ adaeso ara kwa."
12225,Wosii asɔre ahorow no nyinaa wɔ supɔw no so.
12226,Wubetumi atra afiri a wɔde foro abansoro no so bere nyinaa.
12227,Ɛsɛ sɛ mmirikatufo di tebea pa ho dwuma.
12228,Ná Kwabena aka akyi akodidii.
12229,Ɛhe na metumi atɔ ɔsebɔ a ɔte ase?
12230,"Mesrɛ wo, saa keteke yi kɔ Washington seesei?"
12231,Ɛsɛ sɛ wugyae saa subammɔne no.
12232,"Ɛnnɛ, nneɛma nkɔ yiye mma no."
12233,Nnipa a wofi Apuei fam no nhwɛ nneɛma te sɛ yɛn ara.
12234,Dɛn nti na woamma Kwabena annyae?
12235,So na Kwabena ka mo kuw no ho?
12236,Mifii mpa so bae.
12237,Hwɛ Kwabena mpaboa mu.
12238,Mewɔ anidaso bi a emu yɛ den.
12239,Ɔka kyerɛɛ no sɛ onnyae n'adwuma no.
12240,Fa sie.
12241,Momma yɛnkɔ!
12242,Mepɛ sɛ me ne Kwabena tra nna kakra.
12243,Minim sɛ ɛnyɛ m'adwuma no bi.
12244,Mete nka sɛ biribi atɔ sin wɔ m'asetra mu.
12245,Ne dibea nnu saa dibea no ho hwee.
12246,Bere tenten bɛn na saa awɔw yi bɛkɔ so atra hɔ?
12247,"Sɛ wompɛ sɛ metra ha a, mefi ha."
12248,Nka nkyerɛ no sɛ ɔmma wo biribi pa biara.
12249,So woahu me mfoninitwa afiri no?
12250,Mekae sɛ ɔkɔm nne me.
12251,"M'ani bɛba me ho so no, na madi mfe abien."
12252,"Sɛ ogye tom anaa onnye ntom a, ɛmfa me ho."
12253,So wubetumi ama eyi mu ada hɔ?
12254,Mekyerɛkyerɛɛ mu kyerɛɛ no.
12255,So wobɛbɔ biribi wɔ m'atade mu?
12256,Saa nkonimdi no na ɛmaa yɛn ani gyee nsenia no ho.
12257,Momma yɛnhwɛ sɛ yɛwɔ biribiara a yehia.
12258,Ɛyɛɛ me nwonwa sɛ wantumi ammua asɛmmisa no.
12259,So Kwabena few Abena ano?
12260,Metee sɛ ɔfaa sɔhwɛ no mu.
12261,"Sɛnea ɛte biara no, mepɛ sɛ wuhu sɛ medɔ wo."
12262,Kwabena kyerɛw me nsɛm bɛboro aduasa nnɛ.
12263,Bere bɛn na yebefi ase?
12264,Kwabena nim Abena yiye.
12265,Maforo Bepɔw a ɛkorɔn sen kan de no.
12266,Ɛte sɛ nea yɛnte n'ase.
12267,"Mewɔ babarima ne ɔbabea; me babarima wɔ New York, na me babea wɔ London."
12268,Kwabena resusuw ho awie.
12269,Woankyerɛw hwee.
12270,"Dɛn nti na woamma mu, na yɛbɛka ho asɛm."
12271,Kwabena nni sika pii wɔ sikakorabea hɔ.
12272,Obiara nsusuw saa.
12273,Kwabena few Abena ano anadwo kama.
12274,Ɛyɛ adwuma kɛse.
12275,Kwabena ne dɔmmarima ankasa.
12276,Kwabena ho tɔɔ no.
12277,Mfiase no nyinaa yɛ den.
12278,Ɛsɛ sɛ Kwabena bisa afotu.
12279,Kwabena faa nkuraa a atew ne ho no.
12280,M'ani gye ho saa.
12281,"M'ani ahaw, na minhu nea menyɛ."
12282,Ɛte sɛ nea owia bɛbɔ.
12283,"Bere biara a mehu no no, serew."
12284,Wɔhwehwɛɛ mu sɛ ebia ɔdan no asa anaa.
12285,"Sɛ meka Japanfo kasa a, mete nka te sɛ abofra."
12286,Ɛyɛ den sɛ wobɛhyɛ bere a wɔsɛe no ato hɔ.
12287,Ɛhe na wakɔ?
12288,Ná meyɛ abarimaa a m'adwene atu afra.
12289,"Kwabena, nnyae."
12290,Mehyɛɛ wo bɔ sɛ mɛba ntɛm.
12291,Mmofra binom mpɛ atosode.
12292,Yedii mfomso kɛse bi.
12293,"M'ani gye paa, nanso mente nka sɛ me yam ye."
12294,Ɔka kyerɛɛ no sɛ ɔdɔ no.
12295,Me ne wo nyɛ adwene koraa.
12296,Misua Franse kasa na meyɛ nneɛma foforo nso.
12297,Sukuu fi ase wɔ afe akron mu.
12298,So ɛnyɛ ɔno na ɔrekɔ Peru ɔkyena?
12299,Momma yɛnkɔ aguare.
12300,Kwabena aba Boston dedaw.
12301,Ná me ne Kwabena wɔ hɔ da mũ nyinaa.
12302,Ɛnyɛ ɔmanyɛfo no aniwu sɛ ɔfaa adanmude.
12303,Ɔte saa kurow no mu wɔ bɛyɛ mfe 300 ni.
12304,Ɛsɛ sɛ wutie m'afotu.
12305,"Sɛ owia nni hɔ a, anka yɛrentumi ntra nkwa mu."
12306,Minni hwee yɛ kosi sɛ me nsa bɛka 2:30.
12307,"Mesrɛ wo, ma me nsu kuruwa biako."
12308,Kwabena kae sɛ onnim nea enti a Abena pɛe sɛ ɔne no gyae aware.
12309,Me nsa aka nkrataa pii.
12310,Mempɛ sɛ mema nsɛmmisa ho mmuae.
12311,Onim sɛnea wɔka lɔre.
12312,Yɛyɛɛ akontaabu mu nhwehwɛmu nnɛ.
12313,Nea ehia ara ne sɛ obi bɛsesa n'asetra!
12314,Ɛha te dɛn?
12315,"Da a edi hɔ no, me nsa kaa wo krataa no."
12316,Wowɔ ɔpɛ a emu yɛ den.
12317,Fi ɔpon no so kɔ.
12318,Mede akwankyerɛ a ɛkɔ akyiri maa Kwabena.
12319,Wɔmaa yɛyɛɛ adwuma da mũ nyinaa.
12320,Kwabena susuwii sɛ eyi yɛ adwempa.
12321,"Anadwo a etwaam no, yɛyɛɛ adwuma kosii anwummere 10."
12322,Wususuw sɛ wubehia Kwabena mmoa?
12323,Eyi nyɛ apontow.
12324,Dɛn nti na obiara yɛ komm saa?
12325,Eyi yɛ asɛm a wɔakyerɛw wɔ Engiresi kasa mu.
12326,Ná ɛhɔ yɛ beae a wɔyɛ kuadwuma.
12327,Ɛno nti na mekyerɛw too hɔ no.
12328,Me werɛ remfi da a midii kan hyiaa no no da.
12329,Mepɛ sɛ metra Italy.
12330,Nea enti a wɔaba ha ne sɛ wɔyɛ me nnamfo.
12331,"Sɛ wudu me mpanyin afe so a, wobɛte nea mereka no ase."
12332,Kwabena hui sɛ Abena afi fie.
12333,Meyɛɛ me ho sɛ minnim nea ɛrekɔ so.
12334,Mede wo kɛse paa na egyee me fii afiri a wɔde bɔɔ me no mu.
12335,Meyɛɛ nhyehyɛe sɛ mɛtra kurow no mu.
12336,Eyinom ne mfitiase de no.
12337,Dɛn na na woreyɛ saa bere yi?
12338,Efi Paris kɔ hɔ yɛ mfe 50.
12339,Nimdeɛ bɛn na wowɔ?
12340,Abena gye di sɛ ɔdɔ wɔ tumi.
12341,Ɛbɛyɛ sɛ na Kwabena ada saa bere no.
12342,Ɔka kyerɛɛ me sɛ menkɔda ntɛm.
12343,M'ani nnye ho sɛ mɛtra beae a ɛhɔ yɛ dede saa.
12344,Kwabena susuwii sɛ ɛbɛyɛ sɛ Abena ne John yɛ atuo a wɔde di ako.
12345,Manya atiridii a emu yɛ den.
12346,Wɔanhyɛn mu.
12347,"Sɛ ɛnyɛ w'afotu a, anka mehweree ade."
12348,Ohuu no akongua bi.
12349,Yɛwɔ adwumayɛfo aduasa.
12350,Obi betumi anya bere bere bere nyinaa.
12351,Seesei yebetumi de yɛn nsa aka yɛn ho yɛn ho.
12352,Kwabena da so ara di bere so.
12353,Ɔne hena?
12354,Da a wopɛ paa wɔ dapɛn no mu ne dɛn?
12355,Meda so ara wɔ nsɛm pii a ɛsɛ sɛ mibisa wo.
12356,Nneɛma a ɛwɔ n'adwumam no yɛ nea ɛwɔ hɔ nnɛ ankasa.
12357,Wo na woyɛ ɔkannifo.
12358,Dɛn nti na wo antɔ nea wopɛ kɛkɛ?
12359,Ɛsɛ sɛ obi tua ka.
12360,"Kwabena sesaa akongua no, na ɔde safe no sii so, na afei otuu kar no kɔe."
12361,Ɛno ara dɔɔso ma yɛn nnɛ.
12362,Mempɛ sɛ me ne wo yɛ eyi.
12363,Wuntumi ntɔ anigye.
12364,Dɛn nti na wobɛhaw me?
12365,Ɔyɛɛ adwuma no a na nsɛnnennen biara nnim.
12366,Medɔ me babea no.
12367,Sini bɛn na w'ani gye ho?
12368,Ɔde serew kasa kyerɛɛ me.
12369,So ɛyɛ den ankasa sɛ wobɛka Franse kasa?
12370,Ɛno nyɛ nokware.
12371,Minnim Franse kasa muni biara.
12372,Ɛsɛ sɛ woka no ntɛm saa.
12373,Owui ansa na merekɔ.
12374,Ná yɛwɔ koma pa-to- ne yɛn ho yɛn ho bɔ nkɔmmɔ.
12375,Saa mframa bɔne yi hyew mframa bɔne.
12376,Me mpena resu.
12377,"Nea edi kan no, ɛsɛ sɛ wugyae sigaretnom."
12378,Saa pon yi ma yenya kwan kɔ turo no mu.
12379,M'ani gyinaa nneɛma pii.
12380,Eyi ne ɔkwan a nkurɔfo fa so yi nneɛma a wonhia no fi hɔ.
12381,Kokoram kum yɛn babea koro pɛ no.
12382,Mibuee mpomma no mu.
12383,So wɔbɛba ɔkyena?
12384,Ná mepɛ sɛ mifi fie bere a osu fii ase tɔe no.
12385,Wɔnyɛ me nhoma.
12386,Abena yɛ me nuabea panyin.
12387,Polisifo no ntumi nnye Kwabena kyim kosi sɛ ne mmaranimfo no bɛba ha.
12388,"Sɛ wopɛ wo sika bio a, ka saa."
12389,So w'ani nnye nkekaboa ho?
12390,"Menkae da pɔtee, nanso misusuw sɛ na ɛyɛ Fida a etwaam no."
12391,Merentumi nkɔ sukuu ɔkyena.
12392,Mfa wo nsa nka me.
12393,Eyi nyɛ wo dea.
12394,Ná ɔkɔm de obiara.
12395,Ná wote sɛ nea w'adwene atu afra.
12396,Dɛn na wuhia wɔ sika yi ho?
12397,Eyi yɛ nhoma foforo koraa.
12398,Ehia sɛ minya bere de susuw nneɛma ho ansa na masi nea mɛyɛ ho gyinae.
12399,Ɛkame ayɛ sɛ kar bi bɔɔ Kwabena.
12400,"Sɛ woyɛ ade hunu a ɛte saa a, nkurɔfo serew wo."
12401,Ɛyɛ awerɛhow sɛ wuntumi mma.
12402,"Ná metaa hwɛ no, nanso na menkɔ so nyɛ saa bio."
12403,Mmu me fɔ.
12404,Etumi san nipadua no.
12405,Metaa nya adwenemhaw.
12406,Ná mempɛ sɛ mebɛhaw wo.
12407,So wowɔ biribi ka titiriw?
12408,Bere bɛn na woyaree?
12409,Hena na ɔpɛ eyi?
12410,Mihyiaa ɔmampanyin no ankasa.
12411,Ná obiara a ɔwɔ akuraa no ase no dɔ no.
12412,Fa wo nsa hyɛ krataa no so.
12413,Kwabena antumi amfa n'abufuw anhyɛ ne mu.
12414,"Fa w'ani to fam, anaasɛ w'ani begyina keteke no."
12415,Wɔkaa ho asɛm wɔ telefon so.
12416,Bɔ obiara sobo!
12417,"Wɔ awɔw bere mu no, nna yɛ tiaa bi."
12418,Bere bɛn na w'adamfo no fii hɔ kɔɔ Amerika?
12419,Ɛsɛ sɛ wofew Kwabena ano.
12420,Ɛnyɛ den koraa sɛ wode sekan betwa kyiis.
12421,Meka kyerɛɛ no sɛ sɛ metumi de adi dwuma biara a m'ani begye ho sɛ mɛboa.
12422,Mahyɛ me nneɛma nyinaa ma dedaw.
12423,Saa pɛpɛɛpɛ na ɛbae.
12424,Ɔyɛɛ nea obetumi biara de gyee no.
12425,Ɔhwɛɛ abofra no.
12426,"Sɛ obi amfa n'adwene ansi biribi so a, ebetumi ama nusu agu no mfe pii."
12427,Asɛmmisa no ne nea obesi gyinae no.
12428,Kwabena nyɛ ɔbɔfo.
12429,Ɔbaa fie bere a na wadi mfe du.
12430,Ɛhɔ yɛɛ dinn.
12431,Asɛm no sii wɔ bɛyɛ mfe 50 a atwam ni.
12432,Ɛyɛ den ma nnipa a wɔn ho akokwaw sɛ wɔbɛkyere wɔn.
12433,Metɔɔ aboa bi wɔ sotɔɔ no mu.
12434,Kwabena bɛkɔ sɛ ebia Abena bɛyɛ anaa ɔrenyɛ saa.
12435,N'asɛm a ɛyɛ yaw no yɛɛ no yaw yiye.
12436,"Kwabena afiasedan no bɔe, na obuae."
12437,Kwabena nwiinwii wɔ ade biako anaa foforo ho bere nyinaa.
12438,Obuu nkotodwe faa bɔɔl no.
12439,So wonyɛ ankonam da bi?
12440,fam hɔ yɛ toro yiye.
12441,Mebɛyɛɛ ɔbea.
12442,Mibisaa no sɛ onni adagyew anaa.
12443,Ɛnyɛ obiara na ɔka nokware.
12444,Ɛhaw Kwabena.
12445,Ɔyɛ adwuma wɔ adwinnan bi mu.
12446,Yenyaa afiri bi a yɛde bɛtɔ fox.
12447,Minyinii ntɛm sen sɛnea na metaa foro keteke a edi kan no.
12448,Wɔde frankaa siesiee akwan no so.
12449,"Ɔde aduaba, akutu, ne nea ɛkeka ho bae."
12450,Mede sakre no sii hɔ besi nnɛ.
12451,Yɛwɔ sɔhwɛ bi a ɛbɛba ɔkyena.
12452,Kwabena yɛ photogenicfo ankasa.
12453,Worebɔ mmɔden kɛse.
12454,Ontumi ne yɛn nkɔ.
12455,Ɛsɛ sɛ mede me ho sie.
12456,Ná minnim sɛ wɔagye me ɔba.
12457,TV ka ho.
12458,Woanom nsa!
12459,Ná ne maame mpɛ sɛ ɔyɛ saa.
12460,Migyaee sigaretnom ne asanom.
12461,Misusuw sɛ bere aso sɛ mifi hɔ seesei.
12462,Ná midi akokɔ paanoo.
12463,Metumi ayɛ nea mepɛ biara.
12464,Migye di sɛ yebetumi ne obi ayɛ apam.
12465,Ná ɛnne no kae me maame.
12466,Nea ɔbɔɔ sobo no dii mfomso sɛee obi adwene.
12467,Ɔde akwammisa krataa kɔe sɛ wɔmma no tumi krataa.
12468,Kwabena ba bɛboaa yɛn.
12469,Ɔbɛyɛ oduruyɛfo pa.
12470,Me ne wo ntaa ne wo nyɛ adwene.
12471,Ɔnyɛ adwuma wɔ ha bio.
12472,"Bere a wofrɛɛ me no, na meguare."
12473,Kwabena gyee wo nkwa.
12474,Eyi ne nsɛm abien a ɛsono emu biara.
12475,Bere a mekyerɛw krataa bi wɔ Engiresi kasa mu wiei no.
12476,Matua adesua a edi kan no ho ka dedaw.
12477,"Mepɛ sɛ me ne wo kasa, Kwabena."
12478,Kwabena hia adwuma.
12479,Ɔbarima bi a ɔte pɔnkɔ so nam kwan so bae.
12480,Hena na wopɛ n'asɛm paa?
12481,"Awiei koraa no, oduu ne botae ho."
12482,Migye di sɛ w'ani rennye ho sɛ wo ne me ne me nnamfonom bɛbɔ nnwom wɔ telefon so.
12483,Eyi ne bere a edi kan a mekyerɛw biribiara wɔ Franse kasa mu.
12484,Ne nsateaa a ɛware sen biara ne no.
12485,Ná ɛsɛ sɛ ɛba baabi.
12486,Ɛte sɛ nea Kwabena ani gye n'ankasa ho kɛse.
12487,Ɛsɛ sɛ migyae adwennwen.
12488,Wususuw sɛ eyi yɛ anigye?
12489,"Afe yi, na Paapa adi mfe anum."
12490,Nneɛma bɛn na wutumi yɛe?
12491,Mihuu biribi a ɛyɛ nwonwa wɔ wim.
12492,Minim sɛ ɛno maa Kwabena ho dwiriw no.
12493,So wususuw sɛ yɛwɔ hokwan bi ankasa?
12494,Kwabena ho yɛ den yiye.
12495,Ɔ popaa fifiri no fii n'anim.
12496,Ɛyɛɛ me yaw anaa?
12497,Kwabena ne Abena pɛe sɛ wɔka mmere dedaw no ho asɛm.
12498,Nea na Kwabena ntumi nyɛ ara ne sɛ ɔbɛboa Abena ma wasiesie ɔdan a wɔde kar si mu no.
12499,Kwabena pɛe sɛ otumi di agoru no na ɔne Abena nso bɔ bi.
12500,Ɔde BMW ka kar.
12501,Biribiara nni hɔ a ɛte sɛ ahohuru bere ne ice cream.
12502,"Ntwentwɛn wo nan ase sɛ wubebisa nsɛm, sɛ wonte ase a."
12503,Abarimaa no gye toom sɛ wadi atoro.
12504,Mprempren ne kunu te Tokyo.
12505,So ɛnyɛ saa Engiresi nhoma no?
12506,So asumansɛm wɔ hɔ ampa?
12507,"Bere a wuduu Kwabena ne Abena ha no, so wokɔɔ hɔ?"
12508,Ogye ne bere wɔ biribiara a ɔyɛ mu bere nyinaa.
12509,Wo tirim yɛ den.
12510,M'ani gye kɔfe hua ho anɔpa.
12511,Ɔbɛyɛɛ ɔdefo anadwo mũ nyinaa.
12512,"Yɛkɔɔ so nyaa ɔhaw koro no ara a nnipa hyiae no bi, na yɛantua wɔn ho aka bere ano."
12513,Ná wimhyɛn no rebɛtow agu kɛkɛ.
12514,Wotumi de nnade a ano yɛ den di dwuma yiye.
12515,Ne din de dɛn?
12516,Mepɛ sɛ meda.
12517,Oguu gya no.
12518,So Kwabena te sɛ wo?
12519,M'ani nnye saa atemmu no ho.
12520,So metumi aguare wɔ ɔtare no mu?
12521,"Kwabena yɛɛ adwuma da mũ nyinaa, na na wabrɛ koraa."
12522,Nnipakuw bi hyiaam hwɛɛ apontow no.
12523,Ɛho hia sɛ wote tebea no ase.
12524,Ɛyɛ anigye wɔ ha.
12525,Ɔkyerɛkyerɛfo no ka sukuu sohwɛfo no ho.
12526,Kwabena nnim Boston ho hwee.
12527,Ɛyɛ m'asetra.
12528,"Sɛ mefa me nneɛma no wie a, ɛhe na mekɔ?"
12529,Ná ne nhoma no rekɔ fam.
12530,Me nuabarima no nyaa kar akwanhyia wui.
12531,Dɛn nti na ɔbaa fie ntɛm?
12532,"Sɛ ɛba saa a, mogya betu wo nnɔnhwerew kakraa bi."
12533,"Bere a na mewɔ ntoaso sukuu no, sɔre anɔpa 6 anɔpa biara."
12534,Bere tenten ahe na onni?
12535,"Mepɛ sɛ mihu nea ɛrekɔ so wɔ ɔbodan no mu. """
12536,Onni tema mma nnipa.
12537,Wɔtetee me wɔ mpɔtam ha.
12538,Ɔtan ɔman nnwom.
12539,Fa me ma ara kosi Dwoda.
12540,Wosii ahemfie yi maa ɔhene ɔdefo no.
12541,Ebia merenhwɛ eyi.
12542,Kwabena nam ogya no so rema ne ho ayɛ hyew.
12543,Nsɛm a ɛyɛ yaw sen ɔhwe.
12544,Wanka ne ahintasɛm ankyerɛ me.
12545,Dɛn nti na wuntumi nkyerɛkyerɛ nea woreyɛ no mu?
12546,Tie me wɔ 2:30.
12547,N'ani gyina no.
12548,Seesei ɛsɛ sɛ meyɛ me sukuu dwumadi ahorow no.
12549,Ɛkaa ne nkutoo wɔ dan no mu.
12550,Kwabena yɛ obi a ɔpɛ nnipa.
12551,mmarimaa pɛ wɔn asɛm paa.
12552,Ɔyɛɛ ankonam ankasa.
12553,Ɛsono sɛnea obiara te.
12554,Ɔbarima no fii ase tow tuo no mpofirim.
12555,Ná Kwabena yɛ ɔkwasea ankasa.
12556,Wɔbɔɔ gua kɛse.
12557,Biribi wɔ hɔ a ɛsɛ sɛ yɛyɛ bere nyinaa wɔ ha.
12558,So wowɔ wɔn address?
12559,Ná nkyene yɛ nneɛma a ɛho yɛ na na ne bo yɛ den wɔ tete mmere mu.
12560,Misusuw sɛ ɛnte saa.
12561,Ɛyɛ dɛ.
12562,Meregye m'ahome wɔ me kar mu.
12563,"Ná mewɔ m'awia awia bere, bere a telefon no bɔe no."
12564,Merehwɛ kwan sɛ me nsa bɛka mmuae pa no.
12565,Aka akyi dodo.
12566,"Ná misusuw sɛ wobekum wo, na ɛyɛ me anigye sɛ midii mfomso."
12567,Mebɔ sanku.
12568,Ka wo mmofraberem ho asɛm kyerɛ yɛn.
12569,Mmofra no fii adi kodii agoru.
12570,Saa sini yi fata sɛ wohwɛ.
12571,M'ani gye me ho paa.
12572,Migyaee bere tenten a atwam no.
12573,Dɛn na wopɛ sɛ woyɛ?
12574,"Afe a etwaam no, ɔkɔɔ amannɔne."
12575,Yɛbɛka kar.
12576,Minnim anuanom mmea baanu no mu biara.
12577,Ná ɔwɔ akokoduru a ɔde bebu n'ani agu m'afotu no so.
12578,Yɛkɔɔ Gifu.
12579,Ná mepɛ sɛ mekɔtotɔ ntade foforo koraa.
12580,Saa kurow no ne Japan kuropɔn a ɛto so abien a ɛso sen biara.
12581,Ná Kwabena pɛ sɛ ohu bere no.
12582,Ma menkyerɛkyerɛ mu.
12583,Ɛyɛ me sɛ wonte me ase.
12584,Kwabena pɛ sɛ Abena ani gye ne ho.
12585,Nnyaw biribiara hɔ ntɛm.
12586,Yɛn nyinaa ne wo yɛ adwene.
12587,Kwabena pɛ pii sen saa.
12588,"Kɔ so ara, bɔ mmɔden bio."
12589,Minni kar.
12590,Me ho bedwiriw me.
12591,Nnye no nni.
12592,Bere bɛn na wɔbɔɔ sanku?
12593,Bere bɛn na metumi afrɛ wo?
12594,"Mesrɛ wo, so wobɛyɛ saa sɛnea ɛbɛyɛ a mɛma mafɛm wo telefon?"
12595,M'ani agye saa nhoma yi akenkan ho.
12596,So ɛsɛ sɛ yɛkɔ hɔ anaa yɛkɔ?
12597,Ɛte sɛ nea mfomso biara nni ho.
12598,Ná dwetɛ bɔɔl no atwa bɔɔl kɔkɔɔ no ho ahyia.
12599,Egye simma anum na yɛde anantew nsuka no mu.
12600,Ɔbɛsan aba bio.
12601,Misii gyinae pa.
12602,"Mmarahyɛ Bagua no gyee apam no toom, na Polk de ne nsa hyɛɛ ase."
12603,Eyi ne keeki a etwa to.
12604,Kwabena abɔ akora.
12605,Ɛnyɛ mmerɛw sɛ wubehu wo ho.
12606,Kwabena maa Abena biribi a ɛyɛ nwini a na ɛsɛ sɛ ɔnom.
12607,Kwabena akwati Abena.
12608,"Bere a metee sɛ asasewosow bi asi no, na merebɔ agoru bi."
12609,Yɛsrɛ wo kɔ w'anim.
12610,Kwabena akyerɛw nhoma abiɛsa.
12611,Kwabena nnim nsonsonoe a ɛda Vikings ne Norwayfo ntam.
12612,"Ɔkaa no pen sɛ: ""M'ani gye ho paa."
12613,Ɔkɔm dee me paa.
12614,Ɛnyɛ ɛno nti na meyɛɛ saa.
12615,Saa bere yi ara na mihyiaa wo papa.
12616,Migye di sɛ wopɛ w'asɛm paa.
12617,Madi mfe abiɛsa sen no.
12618,Ma wo werɛ mfi nea wutumi yɛe no da.
12619,Kwabena tɔɔ Abena.
12620,Ɛsɛ sɛ ɔdɔ ne kunu afebɔɔ.
12621,Da koro pɛ na mebaa ɔsram bruu mu.
12622,Woyɛ ɔkyerɛkyerɛfo anaa sukuuni?
12623,Ɔbɔɔ aberewa bi apoo.
12624,Wo na wugyina w'akyi.
12625,"Wonkasa pii, ɛnte saa?"
12626,"Mpɛn pii no, mpanyimfo a wɔyɛ adefo ware mmea nkumaa a wɔn bra asɛe."
12627,Yɛbɔɔ nkɔmmɔ kosii ahemadakye abien.
12628,So wopɛ sɛ woyi me ti nhwi foforo no?
12629,Wo ho asɛm haw me yiye.
12630,So w'ani gye ho sɛ wobɛtra ase saa?
12631,So wohwɛɛ bɔɔl a wɔbɔ wɔ television so no?
12632,Kuw bɛn na wobɛka sɛ wobedi nkonim wɔ agodie no mu?
12633,"Yɛsrɛ wo, sɔre ntɛm."
12634,Kwabena nyɛ pɛsɛmenkominya koraa.
12635,Asraafo no ko tiaa atamfo ntua no.
12636,Ná mfomso biara nni ho.
12637,Ná menhwɛ kwan.
12638,Kwabena ho dwiriw no.
12639,Merekyerɛw no ɔkyena.
12640,Ɔte ofie kɛse bi mu.
12641,Yɛsrɛ wo kɔ so ka w'asɛm no.
12642,So akyiri yi mehu Kwabena?
12643,Meka kyerɛɛ wo sɛ gyae saa yɛ.
12644,Merentumi nka nkyerɛ wo gye sɛ woka nea wopɛ sɛ wuhu kyerɛ me.
12645,Ɔyɛ Canada aban no nanmusifo a ne ho akokwaw.
12646,Ná abofra no din de Kwabena.
12647,Ná ɛyɛ anihaw araa ma medaa.
12648,So metumi atwa mfonini?
12649,Mebɔ bɔɔl da biara da.
12650,Mahu wo ho nsɛm pii.
12651,"Ɔbɔɔ pon no mu mpɛn pii, nanso wannya ho mmuae biara."
12652,Dɛn nti na Kwabena hia saa?
12653,Wo keeki yɛ dɛ.
12654,Ɔmaa me afotu pa.
12655,Mempɛ sɛ meka asɛm bi kyerɛ wɔn.
12656,Kwabena kaa biribi kyerɛɛ Abena.
12657,Amerikafo baanan biara mu baasa gye di sɛ anwonwade bi wɔ hɔ.
12658,Me keteke nhaban no fii ase anɔpa nnɔn asia koduu hɔ bere a na abɔ nnɔn du no.
12659,Nnuan a m'ani gye ho paa no biako ne akokɔ a ne ho yɛ fɛ.
12660,Mma wo nsusuwii nnyɛ hu.
12661,Mprempren ne nuabarima no ayera kakra.
12662,Kwabena nnim nsonsonoe a ɛda nsoromma mu hwɛ ne nsoromma mu hwɛ ntam.
12663,Nea mihia ara ne sɛ wode wo nsa bɛhyɛ eyi ase.
12664,Ɛnyɛ yɛn na yɛrekɔ.
12665,Oduruyɛfo no de maa no.
12666,Ná Kwabena sẽ yɛ nwini yiye.
12667,Yɛn akwanhwɛ no baa mu.
12668,Saa pɛn krataa yi so awo.
12669,Ná gyinaesi no nyɛ mmerɛw.
12670,Me nsa anka krataa biako mpo amfi ne hɔ.
12671,"Esiane sɛ na waware nti, na ɛsɛ sɛ ɔma ne kyerɛwfo no kɔ."
12672,Kwabena adwumayɛfo nyaa obu ne nokwaredi maa no.
12673,Me ne Kwabena boom nantewee.
12674,Wobuu Kwabena fɔ.
12675,Minim baabi a ɔte.
12676,Mepɛ sɛ mihu no ɔkyena awia.
12677,Saa nnwom yi hyɛ obiara abufuw.
12678,Kuw no afi ase bio nnansa yi ara.
12679,"Minnim Dutch kasa, efisɛ ɛyɛ den ma me."
12680,Fa asikre ka tii no ho.
12681,Ná misusuw sɛ Kwabena da so ara da afiase.
12682,Ná wɔn baanu nyinaa yɛ adefo paa.
12683,Mihuu Kwabena sɛ ɔde biribi asie.
12684,Ná nnipa ahyɛ asa yi so ma.
12685,Nyɛ saa dan no mu adwuma.
12686,Nnwinnade bɛn na Kwabena de di dwuma?
12687,Ɔhwɛɛ n'ani so na ohui sɛ wadi mfe anum.
12688,Ná aguare no ayɛ krado.
12689,Ehia sɛ meyɛ ankonam.
12690,Yennim wo wɔ bere bi mu.
12691,W'adwenem da hɔ yiye.
12692,Emu nea ɛwɔ he na wobɛpaw?
12693,Meyɛ w'adwumam panyin.
12694,Ná ɛyɛ akokoduru a wɔda no adi.
12695,Stephen King kyerɛw nnipa abɔnefo ho asɛm.
